,Tweet Content,User Name,HashTags,Retweet Count,Favourite Count,URL,Created Date
10,"Recommendation System Tutorial with Python using Collaborative Filtering → https://t.co/0cjz7kAqKI

#deeplearning #neuralnetwork #neuralnetworks #cnn #machinelearning #ml #ai #ia #programming #python #100daysofcode #coding #cloudcomputing #math #mathematics #neuralnets",towards_AI,"['deeplearning', 'neuralnetwork', 'neuralnetworks', 'cnn', 'machinelearning', 'ml', 'ai', 'ia', 'programming', 'python', '100daysofcode', 'coding', 'cloudcomputing', 'math', 'mathematics', 'neuralnets']",22,3,https://twitter.com/towards_AI/status/1370495153379667971,2021-03-12
11,"Decision Trees in Machine Learning (ML) with Python Tutorial → https://t.co/32qW4XTv0A

#decisiontrees #deeplearning #neuralnetwork #neuralnetworks #cnn #machinelearning #ml #ai #ia #programming #python #100daysofcode #coding #cloudcomputing #math #mathematics #neuralnets",stanford__ai,"['decisiontrees', 'deeplearning', 'neuralnetwork', 'neuralnetworks', 'cnn', 'machinelearning', 'ml', 'ai', 'ia', 'programming', 'python', '100daysofcode', 'coding', 'cloudcomputing', 'math', 'mathematics', 'neuralnets']",21,5,https://twitter.com/stanford__ai/status/1370869814420508673,2021-03-13
12,"🌊 What is the Longformer Transformer and how does it work?

#neuralnetworks #neuralnetwork #deeplearning #machinelearning #keras #tensorflow #python #pytorch #lightning #ignite #datascience #model #100daysofcode #100daysofmlcode

https://t.co/rukQEOlwPo",MachineCurve,"['neuralnetworks', 'neuralnetwork', 'deeplearning', 'machinelearning', 'keras', 'tensorflow', 'python', 'pytorch', 'lightning', 'ignite', 'datascience', 'model', '100daysofcode', '100daysofmlcode']",20,5,https://twitter.com/MachineCurve/status/1370122189391953927,2021-03-11
13,"#NeuralNetwork CLIP mirrors human brain neurons in #ImageRecognition
by @authorsarahkatz @TechXplore_com

Go to https://t.co/9Y3HbKkApO

#ComputerVision #NLP #DeepLearning #DataScience #AI #ArtificialIntelligence

Cc: @stanfordnlp @rudyagovic https://t.co/mC1puzCvfX",Ronald_vanLoon,"['NeuralNetwork', 'ImageRecognition', 'ComputerVision', 'NLP', 'DeepLearning', 'DataScience', 'AI', 'ArtificialIntelligence']",11,6,https://twitter.com/Ronald_vanLoon/status/1370839604207706112,2021-03-13
14,"Check out this mind blowing article...
Deep Learning : Authentic Exploration of Neural Networks
https://t.co/wdqj6SwOQ1
#ArtificialIntelligence
#IoT #Ai #DataScience #BigData #MachineLearning #Python #Django #NeuralNetworks #neuralnetwork #DeepLearning #ReinforcementLearning https://t.co/6BF4YRlCrG",WriteX12,"['ArtificialIntelligence', 'IoT', 'Ai', 'DataScience', 'BigData', 'MachineLearning', 'Python', 'Django', 'NeuralNetworks', 'neuralnetwork', 'DeepLearning', 'ReinforcementLearning']",11,4,https://twitter.com/WriteX12/status/1372046759849992193,2021-03-17
15,"A phenomenal article on Natural Language Processing. 
Follow us for such fascinating articles. https://t.co/wahYJKs55f
#ArtificialIntelligence
#IoT #DataScience #BigData #MachineLearning #Python #Django #neuralnetwork #NaturalLanguageProcessing
#NLP  #ReinforcementLearning https://t.co/f8RdLpwQhk",WriteX12,"['ArtificialIntelligence', 'IoT', 'DataScience', 'BigData', 'MachineLearning', 'Python', 'Django', 'neuralnetwork', 'NaturalLanguageProcessing', 'NLP', 'ReinforcementLearning']",11,4,https://twitter.com/WriteX12/status/1372045077502062594,2021-03-17
16,"End-to-end optimized image compression for multiple machine tasks
https://t.co/n3WqXPv9wZ
by Lahiru D. Chamain et al.
#ComputerVision #NeuralNetwork",Deep__AI,"['ComputerVision', 'NeuralNetwork']",9,16,https://twitter.com/Deep__AI/status/1371175382477508616,2021-03-14
17,"Detecting Cricket Shots 🏏 using Pose Estimation. Check out this article by Aditya C 👉 https://t.co/FCb8dhAp3s

#DeepLearning #DataScience #NeuralNetwork",JovianML,"['DeepLearning', 'DataScience', 'NeuralNetwork']",9,10,https://twitter.com/JovianML/status/1371882183921635335,2021-03-16
18,"Holistic 3D Scene Understanding from a Single Image with Implicit Representation
https://t.co/jMAAUOA2nS
by Cheng Zhang et al.
#Statistics #NeuralNetwork",arXiv_Daily,"['Statistics', 'NeuralNetwork']",8,22,https://twitter.com/arXiv_Daily/status/1371236739298193412,2021-03-14
44,"Diving into Deep Learning → https://t.co/AoiPmJbAi4 

#mw #deeplearning #neuralnetwork #neuralnetworks #cnn #machinelearning #ml #ai #ia #programming #python #100daysofcode #coding #math #mathematics #neuralnets #datascience #artificialintelligence",stanford__ai,"['mw', 'deeplearning', 'neuralnetwork', 'neuralnetworks', 'cnn', 'machinelearning', 'ml', 'ai', 'ia', 'programming', 'python', '100daysofcode', 'coding', 'math', 'mathematics', 'neuralnets', 'datascience', 'artificialintelligence']",7,4,https://twitter.com/stanford__ai/status/1369677000793849856,2021-03-10
19,"Snapshot Compressive Imaging: Principle, Implementation, Theory, Algorithms and Applications
https://t.co/GMIYLFxpKo
by Xin Yuan et al.
#DeepLearning #NeuralNetwork",arXiv_Daily,"['DeepLearning', 'NeuralNetwork']",6,13,https://twitter.com/arXiv_Daily/status/1371193563455709188,2021-03-14
20,"https://t.co/zjq1IxtgO3
🆕HACKER NOON TOP STORY &gt;&gt; Identifying Handwritten Digits From the MNIST Dataset Using Python, by @leogau. 

 #StoryOfTheDay #deeplearning #python #code #neuralnetwork #numpypython https://t.co/f7S6OkPhnW",hackernoon,"['StoryOfTheDay', 'deeplearning', 'python', 'code', 'neuralnetwork', 'numpypython']",6,2,https://twitter.com/hackernoon/status/1370088899796742145,2021-03-11
21,"#genesis OBJKT is minted at @hicetnunc2000 on #Tezos #PoS #blockchain - Thanks @rustysniper1 for initial $KTZ ! Thanks @polyannie01 for letting me turn yer skin to alienflesh and then an #NFT! #NFTart #AI #deepstyle #neuralnetwork #generativeart #photoshop
https://t.co/IS3kPyeCih https://t.co/v0zRabUzwA",alien3y3,"['genesis', 'Tezos', 'PoS', 'blockchain', 'NFT', 'NFTart', 'AI', 'deepstyle', 'neuralnetwork', 'generativeart', 'photoshop']",5,10,https://twitter.com/alien3y3/status/1371161361200214017,2021-03-14
22,How to use batch correctly with a simple Neural Network - Basic Pytorch https://t.co/qUFwSWw5uy #python #pytorch #neuralnetwork https://t.co/SrBpi7Vd2g,overflow_meme,"['python', 'pytorch', 'neuralnetwork']",4,2,https://twitter.com/overflow_meme/status/1370871063597449218,2021-03-13
23,"Deep Gradient Projection Networks for Pan-sharpening
https://t.co/Xit6eOGgii
by Shuang Xu et al.
#DeepLearning #NeuralNetwork",arXiv_Daily,"['DeepLearning', 'NeuralNetwork']",3,14,https://twitter.com/arXiv_Daily/status/1371206672329232390,2021-03-14
24,"Artificial intelligence, self-driving trailers and automated cranes. The future is right now at the LA and Long Beach ports 

Read&amp;Add #AI news
https://t.co/2Gx23Tmsij

#ml #dl #NeuralNetwork #NeuralNetworks 
#machineLearning #deepLearning #artificialIntelligence https://t.co/IbpZ8lx6JY",AINewsBits,"['AI', 'ml', 'dl', 'NeuralNetwork', 'NeuralNetworks', 'machineLearning', 'deepLearning', 'artificialIntelligence']",3,3,https://twitter.com/AINewsBits/status/1372136707500441611,2021-03-17
25,"WANNA JOIN #digital REVOLUTION IN #accounting ?

Please provide securely your dataset for #neuralnetwork retraining and we will show you the magic🧙‍♂️ of #artificialintelligence #machinelearning🦾 in book-keeping. Drop us a message

https://t.co/sayIBh9uMC",AiBookee,"['digital', 'accounting', 'neuralnetwork', 'artificialintelligence', 'machinelearning']",3,3,https://twitter.com/AiBookee/status/1370446129389780993,2021-03-12
26,"Flowers of Being
By our algorithm: L8-Bl00mR 🌸
See more through the link in our bio!
#art #ai #artificialintelligence #artist #gan #neuralnetwork #original #gallery #machinelearning #technology #homedecor #innovation #exclusive #artai #flowers #bouquet https://t.co/8Qrv0PEmJ2",art_ai_official,"['art', 'ai', 'artificialintelligence', 'artist', 'gan', 'neuralnetwork', 'original', 'gallery', 'machinelearning', 'technology', 'homedecor', 'innovation', 'exclusive', 'artai', 'flowers', 'bouquet']",3,2,https://twitter.com/art_ai_official/status/1371570665338339337,2021-03-15
27,"T-SCI: A Two-Stage Conformal Inference Algorithm with Guaranteed Coverage for Cox-MLP
https://t.co/arkEFh1aJG
by Jiaye Teng et al.
#NeuralNetwork #Quantile",Deep__AI,"['NeuralNetwork', 'Quantile']",2,6,https://twitter.com/Deep__AI/status/1371235713253920770,2021-03-14
28,"Stylistic #Composition of #Melodies Based on a Brain-Inspired Spiking #NeuralNetwork 

https://t.co/5ItEWVZqDW",SustainHistory,"['Composition', 'Melodies', 'NeuralNetwork']",2,2,https://twitter.com/SustainHistory/status/1372114299313868800,2021-03-17
29,"How artificial intelligence can help curb traffic accidents in cities?
➡️Using #algorithms to reduce the likelihood of accidents
🔗https://t.co/cFNkSDV14m V/@TechXplore_com
#SmartCity #ArtificialIntelligence #AI #NeuralNetwork #MachineLearning https://t.co/nYHcZyhMiw",tawhidChtioui,"['algorithms', 'SmartCity', 'ArtificialIntelligence', 'AI', 'NeuralNetwork', 'MachineLearning']",2,1,https://twitter.com/tawhidChtioui/status/1371882706393387008,2021-03-16
30,"Delighted to have finished an interview with Prof. 
@tommmitchell about conversational learning, Biological #neuralnetwork vs. Artificial neural networks, etc:

post: https://t.co/D2Gaaexn1V
Youtube: https://t.co/CBqriT4x11

#MachineLearning #DeepLearning #AI",MLDawn2018,"['neuralnetwork', 'MachineLearning', 'DeepLearning', 'AI']",2,1,https://twitter.com/MLDawn2018/status/1371212139063603210,2021-03-14
31,The Chip Shortage Seems To Be Impacting AI Workloads in the Cloud https://t.co/vWIuvE8wWt #datascience #AI #ML #DL #neuralnetwork #augmentedanalytics #cloud #analytics #predictive #automation,mylesgilsenan,"['datascience', 'AI', 'ML', 'DL', 'neuralnetwork', 'augmentedanalytics', 'cloud', 'analytics', 'predictive', 'automation']",2,1,https://twitter.com/mylesgilsenan/status/1370518020481806336,2021-03-12
32,Machine Learning-Based Real-Time Threat Detection for Banks https://t.co/zfyi9suuuN #datascience #AI #ML #DL #neuralnetwork #augmentedanalytics #cloud #analytics #predictive #automation,mylesgilsenan,"['datascience', 'AI', 'ML', 'DL', 'neuralnetwork', 'augmentedanalytics', 'cloud', 'analytics', 'predictive', 'automation']",2,1,https://twitter.com/mylesgilsenan/status/1370070057527689219,2021-03-11
33,"Self-learning Machines based on Hamiltonian Echo Backpropagation
https://t.co/8r4I5fxM1U
by Victor Lopez-Pastor and @FMarquardtGroup
#NeuralNetwork #DegreeofFreedom",arXiv_Daily,"['NeuralNetwork', 'DegreeofFreedom']",1,11,https://twitter.com/arXiv_Daily/status/1369696735119863810,2021-03-10
34,"Longitudinal Quantitative Assessment of COVID-19 Infection Progression from Chest CTs
https://t.co/kyFW5ogwwl
by Seong Tae Kim et al. including @TobiasCzempiel
#NeuralNetwork #ComputerVision",arXiv_Daily,"['NeuralNetwork', 'ComputerVision']",1,8,https://twitter.com/arXiv_Daily/status/1371605058958229506,2021-03-15
35,Evolving Neural Networks in JAX https://t.co/T1kOhIK7wv  #NeuralNetwork,machinelearnflx,['NeuralNetwork'],1,6,https://twitter.com/machinelearnflx/status/1370860681830879232,2021-03-13
36,Technical Challenges for Training Fair Neural Networks https://t.co/7bwckokGcv  #NeuralNetwork,machinelearnflx,['NeuralNetwork'],1,5,https://twitter.com/machinelearnflx/status/1371974280557309953,2021-03-16
37,"Neural network-based image reconstruction in swept-source optical coherence tomography using undersampled spectral data
https://t.co/HL9dWP1XUN
by Yijie Zhang et al.
#DeepLearning #NeuralNetwork",arXiv_Daily,"['DeepLearning', 'NeuralNetwork']",1,3,https://twitter.com/arXiv_Daily/status/1370859346410708995,2021-03-13
38,From poetry and trivia to arithmetic and common sense reasoning: AI-backed GPT-3 is here to impress. https://t.co/Qjqrgic8mr #AI #neuralnetwork #artificialintelligence https://t.co/j8Svo6oqT1,uhntrainees,"['AI', 'neuralnetwork', 'artificialintelligence']",1,2,https://twitter.com/uhntrainees/status/1370456567674515459,2021-03-12
39,"Rule # 1 - there are no rules.
#art #ai #artificialintelligence #artist #gan #neuralnetwork #original #gallery #modernart #contemporaryart #canvas  #machinelearning #technology #homedecor #innovation #exclusive #dream #imaginary #quote #inspiration #artai https://t.co/sk3JA7ZbDN",art_ai_official,"['art', 'ai', 'artificialintelligence', 'artist', 'gan', 'neuralnetwork', 'original', 'gallery', 'modernart', 'contemporaryart', 'canvas', 'machinelearning', 'technology', 'homedecor', 'innovation', 'exclusive', 'dream', 'imaginary', 'quote', 'inspiration', 'artai']",1,2,https://twitter.com/art_ai_official/status/1369770147741917199,2021-03-10
40,"Today’s paper: Noncoding RNAs and #deeplearning #neuralnetwork discriminate  
multi- #cancer types
https://t.co/FzgiYuEVC0

#datascience #machinelearning",g_fuller,"['deeplearning', 'neuralnetwork', 'cancer', 'datascience', 'machinelearning']",1,1,https://twitter.com/g_fuller/status/1371570731679674370,2021-03-15
41,"Stay up to date with the latest market trends and product features by subscribing to our 
#blog.
#AI #machinevision #qualityinspection #DNN #neuralnetwork #AIoT #IoT #manufacturing 
 https://t.co/FzRYYrXMlH",Neurala,"['blog', 'AI', 'machinevision', 'qualityinspection', 'DNN', 'neuralnetwork', 'AIoT', 'IoT', 'manufacturing']",1,1,https://twitter.com/Neurala/status/1371564901521625088,2021-03-15
42,Experts Disagree on the Utility of Large Language Models https://t.co/iMetB6i0Qv #datascience #AI #ML #DL #neuralnetwork #augmentedanalytics #cloud #analytics #predictive #automation,mylesgilsenan,"['datascience', 'AI', 'ML', 'DL', 'neuralnetwork', 'augmentedanalytics', 'cloud', 'analytics', 'predictive', 'automation']",1,1,https://twitter.com/mylesgilsenan/status/1371531074946396165,2021-03-15
43,"@techpearce3 @FinancialTimes @FmDailynews @eric_vanpraag @star95011 @t4_research @NovakMortis @MyBeauDes @Gawny7789 @tobiuo_feiyu_da Many many thx @techpearce3

""Genius Makers is a good read, as far as it goes, but the reader is left with the wish that Metz had displayed deeper learning.""
#AI #AGI #DL #ML #neuralnetwork",Annan26,"['AI', 'AGI', 'DL', 'ML', 'neuralnetwork']",1,1,https://twitter.com/Annan26/status/1370481343520501762,2021-03-12
