,Tweet Content,User Name,HashTags,Retweet Count,Favourite Count,URL,Created Date
9,"When Bayes, Ockham, and Shannon come together to define machine learning https://t.co/RGk7GQi3V5  #MachineLearning",machinelearnflx,['MachineLearning'],16,20,https://twitter.com/machinelearnflx/status/1371246564996419586,2021-03-14
10,"Adding Deep Learning to Ultra-Low Dose CT Drastically Reduces Exposure for Emphysema Patients - Diagnostic Imaging

Read more here: https://t.co/gyyXzGguGr

#ArtificialIntelligence #AI #DataScience #MachineLearning #BigData #100DaysOfCode #Python #DeepLearning #NLP #Robots #IoT",TaylorLevi6,"['ArtificialIntelligence', 'AI', 'DataScience', 'MachineLearning', 'BigData', '100DaysOfCode', 'Python', 'DeepLearning', 'NLP', 'Robots', 'IoT']",14,7,https://twitter.com/TaylorLevi6/status/1370158371823833091,2021-03-11
11,"#DataDriven Research Aims to Solve First/Last-Mile Challenges in #Mobility Solutions: https://t.co/6axBXY0Tmv
——————
#BigData #MachineLearning #AI #DataScience #IoT #IoTPL #IIoT #DigitalTransformation #DataStrategy #Industry40 #Data4Good #civictech #DataInnovation #DataLiteracy https://t.co/HzqAxDd2P8",KirkDBorne,"['DataDriven', 'Mobility', 'BigData', 'MachineLearning', 'AI', 'DataScience', 'IoT', 'IoTPL', 'IIoT', 'DigitalTransformation', 'DataStrategy', 'Industry40', 'Data4Good', 'civictech', 'DataInnovation', 'DataLiteracy']",12,9,https://twitter.com/KirkDBorne/status/1370886604055834625,2021-03-13
12,"Artificial intelligence leads NATO's new strategy for emerging and disruptive tech - C4ISRNet

Read more here: https://t.co/YdurmZH5TX

#ArtificialIntelligence #AI #DataScience #100DaysOfCode #Python #MachineLearning #BigData #DeepLearning #NLP #Robots #IoT",IainLJBrown,"['ArtificialIntelligence', 'AI', 'DataScience', '100DaysOfCode', 'Python', 'MachineLearning', 'BigData', 'DeepLearning', 'NLP', 'Robots', 'IoT']",11,6,https://twitter.com/IainLJBrown/status/1371248121951444994,2021-03-14
13,"In sport and work you need #team spirit and #leadership

#hclswlobp #nocode #lowcode #javascript #github #nodejs #cybersecurity #devops #100DaysOfCode #datascience #ai #bot #codenewbie #iot #machinelearning #DEVCommunity #Python #Serverless #womenintech https://t.co/HnTqrVSfms",Tanguy_lrx,"['team', 'leadership', 'hclswlobp', 'nocode', 'lowcode', 'javascript', 'github', 'nodejs', 'cybersecurity', 'devops', '100DaysOfCode', 'datascience', 'ai', 'bot', 'codenewbie', 'iot', 'machinelearning', 'DEVCommunity', 'Python', 'Serverless', 'womenintech']",11,5,https://twitter.com/Tanguy_lrx/status/1371248586944569346,2021-03-14
14,"How do you manage your conversion rate ?

#hclswlobp #nocode #lowcode #javascript #github #nodejs #cybersecurity #devops #100DaysOfCode #datascience #ai #bot #codenewbie #iot #machinelearning #ecommerce #Python #Serverless #womenintech #marketing #CX #shop https://t.co/HnYcScbY7z",Tanguy_lrx,"['hclswlobp', 'nocode', 'lowcode', 'javascript', 'github', 'nodejs', 'cybersecurity', 'devops', '100DaysOfCode', 'datascience', 'ai', 'bot', 'codenewbie', 'iot', 'machinelearning', 'ecommerce', 'Python', 'Serverless', 'womenintech', 'marketing', 'CX', 'shop']",9,6,https://twitter.com/Tanguy_lrx/status/1371248561103499264,2021-03-14
15,"Smart Mobility Deployments — #ConnectedCars and #AutonomousVehicles must balance benefits and risks: https://t.co/VhUwSpWgID
——————-
#AI #MachineLearning #DigitalTransformation #ConnectedDevices #IoT #IIoT #IoTPL #ActionableInsights #Context #InternetOfContext #Automation https://t.co/RbXhwtROpf",KirkDBorne,"['ConnectedCars', 'AutonomousVehicles', 'AI', 'MachineLearning', 'DigitalTransformation', 'ConnectedDevices', 'IoT', 'IIoT', 'IoTPL', 'ActionableInsights', 'Context', 'InternetOfContext', 'Automation']",9,6,https://twitter.com/KirkDBorne/status/1370886792229101570,2021-03-13
16,Complete Python Machine Learning &amp; Data Science for Dummies https://t.co/wm75fCOYcW  #machinelearning #ad,machinelearnflx,"['machinelearning', 'ad']",9,3,https://twitter.com/machinelearnflx/status/1369436417684877315,2021-03-09
17,Jim Dowling - https://t.co/lkqsgGhKxu - A feature Store for Machine Learning | PyData Fest Amsterdam 2020 #machinelearning 😻 https://t.co/EsEHnhdfoF,native_stack,['machinelearning'],8,9,https://twitter.com/native_stack/status/1370523858394963969,2021-03-12
18,A Loot at the 10 Best NLP Companies in India #MachineLearning #learning  https://t.co/DKIY2jweHp,cybersecboardrm,"['MachineLearning', 'learning']",7,3,https://twitter.com/cybersecboardrm/status/1369437125318434822,2021-03-09
19,Detecting Rewards Deterioration in Reinforcement Learning https://t.co/ZzEqParHHl #GetMoreInsights #CoolerData #Data #Tech #Technology #DataScience #ComputerVision #MachineLearning https://t.co/HCcuZbBnmV,CoolerData,"['GetMoreInsights', 'CoolerData', 'Data', 'Tech', 'Technology', 'DataScience', 'ComputerVision', 'MachineLearning']",5,1,https://twitter.com/CoolerData/status/1369797240508706816,2021-03-10
20,"Get a #DepthCamera + @AAEON UPSquared board in one easy to buy bundle - high performance and low power consumption.

Get it today: https://t.co/b8BZ8K8gqQ

#AI #Robotics #ComputerVision #AR #IoT #Robots #MachineLearning",IntelRealSense,"['DepthCamera', 'AI', 'Robotics', 'ComputerVision', 'AR', 'IoT', 'Robots', 'MachineLearning']",4,9,https://twitter.com/IntelRealSense/status/1371246268912185350,2021-03-14
21,Learn Apache Spark to Generate Weblog Reports for Websites https://t.co/4ouHw4HiyO  #machinelearning #ad,machinelearnflx,"['machinelearning', 'ad']",4,4,https://twitter.com/machinelearnflx/status/1371247736318795779,2021-03-14
22,Enable the #data scientists in your organization to work more productively while getting an easier path to #MachineLearning and #AI ⚡ https://t.co/4ofBKZff8z,MirantisIT,"['data', 'MachineLearning', 'AI']",4,4,https://twitter.com/MirantisIT/status/1369073956083339267,2021-03-08
23,Creating a Wave in Geospatial Intelligence #MachineLearning #learning #ux via https://t.co/3NKgw00W6J https://t.co/qbigG3Zmcl,SureshRukman,"['MachineLearning', 'learning', 'ux']",4,1,https://twitter.com/SureshRukman/status/1370160484075323395,2021-03-11
24,"Register: 30 March AU/NZ #AI4LAM community meeting.

Stop, corroborate, and listen!  Please come along to this community meeting and share the link to the registration page with your peers 👉  https://t.co/TvOlDbKUcE #GLAMR #MachineLearning #Australia #NewZealand #Aotearoa #AI",1n9r1d,"['AI4LAM', 'GLAMR', 'MachineLearning', 'Australia', 'NewZealand', 'Aotearoa', 'AI']",4,1,https://twitter.com/1n9r1d/status/1370159732271452161,2021-03-11
25,"Thanks @equitydotguru and @jodyvance for the interview where I talk about @deepspatialai - our technology, business and growth trajectory
https://t.co/Vir2mRfJg9
$dsai #deepspatial #AI #ArtificialIntelligence #geospatial #BusinessIntelligence #NeuralNetworks #MachineLearning",DRRAHULKUSHWA12,"['deepspatial', 'AI', 'ArtificialIntelligence', 'geospatial', 'BusinessIntelligence', 'NeuralNetworks', 'MachineLearning']",3,6,https://twitter.com/DRRAHULKUSHWA12/status/1370160302675927041,2021-03-11
26,"📓 Paper: 
Implementation of Quantum ML for Electronic Structure Calculations of Periodic Systems on Quantum Computing Devices
@PurdueECE @PurdueChemistry 
https://t.co/zFgOZ5OLRk

📅This Week in Quantum ML ⚛️: https://t.co/bOP4khDAeX

#quantumML  #ai  #MachineLearning",WeekinQMLnews,"['quantumML', 'ai', 'MachineLearning']",3,4,https://twitter.com/WeekinQMLnews/status/1369436597624725512,2021-03-09
27,"🙌🏼Happy Friday!🙌🏾The weekend is a perfect time to catch up on our podcast! Episodes 1-3 are available now. #ai #machinelearning #STEM 
https://t.co/zTLIME4o7I",AIandYou2,"['ai', 'machinelearning', 'STEM']",3,3,https://twitter.com/AIandYou2/status/1370523037158801415,2021-03-12
28,Brisbane Olympic athletes' village could be modelled on Gold Coast success - Brisbane Times https://t.co/NNZGmHu5TO #aigoldcoast #ai #artificialintelligence #machinelearning #analytics #bigdata #deeplearning#datascience https://t.co/sqGP7talTW,AIGoldCoast,"['aigoldcoast', 'ai', 'artificialintelligence', 'machinelearning', 'analytics', 'bigdata']",3,2,https://twitter.com/AIGoldCoast/status/1369799059360391168,2021-03-10
29,Research associate in ML and Bioinformatics - https://t.co/oPVaADIHYs #Computational #Biostatistics #MachineLearning #Mathematics #Software #Epigenomic,bioinfojobs,"['Computational', 'Biostatistics', 'MachineLearning', 'Mathematics', 'Software', 'Epigenomic']",3,1,https://twitter.com/bioinfojobs/status/1371249294846656514,2021-03-14
30,"#machinelearning empowering companies across the globe to take a fast track to growth. Valuable #bigdata to make impactful business decisions. Learn the fundamentals and how to get started in this virtual training.
https://t.co/wt4AlFatej",SpinDanceInc,"['machinelearning', 'bigdata']",3,1,https://twitter.com/SpinDanceInc/status/1369798487131455492,2021-03-10
31,"Researchers have begun a study to determine if @LillyPad’s rheumatoid arthritis drug, Olumiant, would be an effective treatment for Alzheimer’s. Olumiant was chosen for the study through the use of #machinelearning technology. Read more:
https://t.co/LB12H1Y1lc",TorreyPinesLaw,['machinelearning'],3,1,https://twitter.com/TorreyPinesLaw/status/1369074410729041920,2021-03-08
32,"📈STATISTICS AND DATA SCIENCE For EVERYONE

🚨 FREE Webinar Series 🚨
⬆️ Register at: https://t.co/gASUx0oHIW

#dtaascience #statistica #machinelearning #freewebinar https://t.co/RQXPFRbwdQ",WWCodeData,"['dtaascience', 'statistica', 'machinelearning', 'freewebinar']",3,1,https://twitter.com/WWCodeData/status/1369074299382992897,2021-03-08
33,"This year, we challenged nearly 600 college students from more than 180 universities across the country to structure listing data using #AI and #MachineLearning. Congrats to our two winners, Ryan Xu and Liang Liu! More on the challenge: https://t.co/Kwl1Xp5JuH https://t.co/HdGCCvHlYw",ebaytech,"['AI', 'MachineLearning']",2,10,https://twitter.com/ebaytech/status/1370524051815366657,2021-03-12
34,"Principal Component Analysis helps us simplify our data by reducing dimensionality without sacrificing the quality of information. 
https://t.co/XzijwZFcGl
#machinelearning
#deeplearning
#naturallanguageprocessing
#python
#digilitiks
#analytics",digilitiks,"['machinelearning', 'deeplearning', 'naturallanguageprocessing', 'python', 'digilitiks', 'analytics']",2,3,https://twitter.com/digilitiks/status/1370886060050325505,2021-03-13
35,Win an exhibitor booth at the Gold Coast Careers Festival – https://t.co/lKTJdVuw5f - https://t.co/lKTJdVuw5f https://t.co/eBZUNsGSpb #aigoldcoast #ai #artificialintelligence #machinelearning #analytics #bigdata #deeplearning#datascience https://t.co/b2OVo33LJA,AIGoldCoast,"['aigoldcoast', 'ai', 'artificialintelligence', 'machinelearning', 'analytics', 'bigdata']",2,2,https://twitter.com/AIGoldCoast/status/1370523899797078018,2021-03-12
36,Healthcare #AI investment will shift to these 5 areas in the next 2 years: survey https://t.co/IIctyFpKpZ by @FierceHealth #HealthcareAI #MachineLearning #Robotics,Intalere,"['AI', 'HealthcareAI', 'MachineLearning', 'Robotics']",2,2,https://twitter.com/Intalere/status/1369798972366274561,2021-03-10
37,Google AI Blog: Accelerating Neural Networks on Mobile and Web with Sparse Inference #ArtificialIntelligence #Classification #DeepLearning #MachineLearning #NeuralNetworks #Tensorflow https://t.co/dWbs4VYlPd,ai_summary,"['ArtificialIntelligence', 'Classification', 'DeepLearning', 'MachineLearning', 'NeuralNetworks', 'Tensorflow']",2,2,https://twitter.com/ai_summary/status/1369796654795264000,2021-03-10
38,"A system able to develop an artistic sense would represent a big step into more complex AI and provide a better understanding of the human brain.

#AI #Artificialintelligence #DataScience #DataAnalytics #DigitalTransformation #tech #DeepLearning #MachineLearning #ML https://t.co/k2xonMXzXk",SadiqAlesia,"['AI', 'Artificialintelligence', 'DataScience', 'DataAnalytics', 'DigitalTransformation', 'tech', 'DeepLearning', 'MachineLearning', 'ML']",2,2,https://twitter.com/SadiqAlesia/status/1369435986371969033,2021-03-09
39,"“Every mile traveled produces data that can be harnessed for safety, efficiency, &amp; mobility for all.” See how @BoozAllen &amp; Federal Leaders are planning for the Future of #Transportation:

https://t.co/TheQr0ZiE4
———
#BigData #MachineLearning #AI #DataScience #IoT #IoTPL #IIoT #5G https://t.co/Ymrtxt4zg7",KirkDBorne,"['Transportation', 'BigData', 'MachineLearning', 'AI', 'DataScience', 'IoT', 'IoTPL', 'IIoT', '5G']",2,1,https://twitter.com/KirkDBorne/status/1370886501559599107,2021-03-13
40,#ArtificialIntelligence and #MachineLearning are the next generation technologies for making businesses more efficient. Are you ready? https://t.co/SQaPcpvcrq,StevenAiroldi,"['ArtificialIntelligence', 'MachineLearning']",2,1,https://twitter.com/StevenAiroldi/status/1369798972735381504,2021-03-10
41,"TAFE Queensland prepares for jobs of the future | TAFE Queensland https://t.co/5D34DjzzkW 

#careeropportunities #blockchaineducation # #innovation #blockchain #ai #datascience #technology #jobs #machinelearning #digital #australia #careers #bccollective",BlockchainColl2,"['careeropportunities', 'blockchaineducation', 'innovation', 'blockchain', 'ai', 'datascience', 'technology', 'jobs', 'machinelearning', 'digital', 'australia', 'careers', 'bccollective']",2,1,https://twitter.com/BlockchainColl2/status/1369798048944185347,2021-03-10
42,"Issue #5 of the Infinite Waves Newsletter.

I am now doing two issues per week. An AI snapshot on a Monday and an in-depth newsletter on Thursday on a single theme.

The AI snapshot is a weekly curation of AI news and developments

#AI #MachineLearning

https://t.co/1FSGM9hEMn",InfiniteWavesAI,"['AI', 'MachineLearning']",2,1,https://twitter.com/InfiniteWavesAI/status/1369075395304243202,2021-03-08
43,Python for Computer Vision with OpenCV and Deep Learning https://t.co/6oFay3Ecsx  #machinelearning #ad,machinelearnflx,"['machinelearning', 'ad']",1,4,https://twitter.com/machinelearnflx/status/1369796844943982592,2021-03-10
44,"Extra Crunch roundup: Coupang and Roblox debut, driving GPT-3 adoption, startup how-tos, more https://t.co/vmaFCWjuwv #AI #MachineLearning #DataScience #ArtificialIntelligence

Trending AI/ML Article Identified &amp; Digested via Granola; a Machine-Driven RSS Bot by Ramsey Elbasheer https://t.co/kZZUvDUv1B",genericgranola,"['AI', 'MachineLearning', 'DataScience', 'ArtificialIntelligence']",1,2,https://twitter.com/genericgranola/status/1370524126306258945,2021-03-12
45,"beCloudReady is hosting an online event to present SKUCaster, a forecasting solution that produces sharper sales forecasts and major inventory savings. 

Click to register!

https://t.co/T7bNW7smtw

#MachineLearning  #tech  #ArtificialIntelligence",becloudready,"['MachineLearning', 'tech', 'ArtificialIntelligence']",1,2,https://twitter.com/becloudready/status/1370161289650188294,2021-03-11
46,Love to see this!  @Slalom @awscloud #MachineLearning #MLOps https://t.co/q3ArpyPjdn,JohnTarbutton,"['MachineLearning', 'MLOps']",1,2,https://twitter.com/JohnTarbutton/status/1369796788216020993,2021-03-10
47,"Free video #mathematical lectures on 👇🏾

#Tensor
#TensorAnalysis
#TensorGeometry
#TensorNetworks
#TensorDecomposition
#LinearAlgebra
#MultiLinearAlgebra
#HighDimensionalData

Great for deep understanding of 
#MachineLearning
#ML
#DeepLearning
#DL

🙏🏾@ipam_ucla 
#AI
#HilbertSpace https://t.co/PKvf3Too5d",MDJDPathology,"['mathematical', 'Tensor', 'TensorAnalysis', 'TensorGeometry', 'TensorNetworks', 'TensorDecomposition', 'LinearAlgebra', 'MultiLinearAlgebra', 'HighDimensionalData', 'MachineLearning', 'ML', 'DeepLearning', 'DL', 'AI', 'HilbertSpace']",1,1,https://twitter.com/MDJDPathology/status/1371249138755629059,2021-03-14
48,"Deep Learning Mathematics demands your understanding of Moore-Penrose Pseudoinverse as it helps you solve the system of a linear equation. https://t.co/xyNPfb6lhc
#machinelearning
#deeplearning
#naturallanguageprocessing
#python
#digilitiks
#analytics",digilitiks,"['machinelearning', 'deeplearning', 'naturallanguageprocessing', 'python', 'digilitiks', 'analytics']",1,1,https://twitter.com/digilitiks/status/1370522217834971136,2021-03-12
49,"#Businessintelligence (BI) platforms are evolving. By adding #artificialintelligence and #machinelearning, companies are transforming data #dashboards and #businessanalytics into more comprehensive #decisionsupportplatforms. The CO…https://t.co/jYlop1zn56 https://t.co/kB5M2fFYEw",KristinSallai,"['Businessintelligence', 'artificialintelligence', 'machinelearning', 'dashboards', 'businessanalytics', 'decisionsupportplatforms']",1,1,https://twitter.com/KristinSallai/status/1369435964196724737,2021-03-09
