,Tweet Content,User Name,HashTags,Retweet Count,Favourite Count,URL
19,"Can #AI Stop People From Believing #FakeNews? #MachineLearning 
#ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #IoT #NeuralNetwork #FutureOfWork https://t.co/A42uhwuGqT",JourneyHeroTech,"['AI', 'FakeNews', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'IoT', 'NeuralNetwork', 'FutureOfWork']",42,23,https://twitter.com/JourneyHeroTech/status/1371899657635385347
20,Synthetic Data: Sometimes Better Than the Real Thing https://t.co/LkdRmBPFf7 #datascience #AI #ML #DL #neuralnetwork #augmentedanalytics #cloud #analytics #predictive #automation,mylesgilsenan,"['datascience', 'AI', 'ML', 'DL', 'neuralnetwork', 'augmentedanalytics', 'cloud', 'analytics', 'predictive', 'automation']",1,0,https://twitter.com/mylesgilsenan/status/1371888274202054661
21,"Technology differentiators can help a company compete by increasing the value, decreasing the cost, or both. Read about how L-DNN separates our inspection software  from the competition.
#AI #manufacturing #DNN #LDNN #neuralnetwork #Inspection #quality
 https://t.co/eTfhUFFD22",Neurala,"['AI', 'manufacturing', 'DNN', 'LDNN', 'neuralnetwork', 'Inspection', 'quality']",1,0,https://twitter.com/Neurala/status/1371887159410577411
22,"How artificial intelligence can help curb traffic accidents in cities?
➡️Using #algorithms to reduce the likelihood of accidents
🔗https://t.co/cFNkSDV14m V/@TechXplore_com
#SmartCity #ArtificialIntelligence #AI #NeuralNetwork #MachineLearning https://t.co/nYHcZyhMiw",tawhidChtioui,"['algorithms', 'SmartCity', 'ArtificialIntelligence', 'AI', 'NeuralNetwork', 'MachineLearning']",2,1,https://twitter.com/tawhidChtioui/status/1371882706393387008
23,"Detecting Cricket Shots 🏏 using Pose Estimation. Check out this article by Aditya C 👉 https://t.co/FCb8dhAp3s

#DeepLearning #DataScience #NeuralNetwork",JovianML,"['DeepLearning', 'DataScience', 'NeuralNetwork']",9,10,https://twitter.com/JovianML/status/1371882183921635335
24,"Meet Zumi - This car teaches kids about AI and Self-driving cars Via @digitaltrends 

Read&amp;Add #AI news
https://t.co/2Gx23TE39R

#ml #dl #NeuralNetwork #NeuralNetworks 
#machineLearning #deepLearning #artificialIntelligence https://t.co/iUSnjCF4H2",AINewsBits,"['AI', 'ml', 'dl', 'NeuralNetwork', 'NeuralNetworks', 'machineLearning', 'deepLearning', 'artificialIntelligence']",1,0,https://twitter.com/AINewsBits/status/1371877925142765570
25,"VCNet and Functional Targeted Regularization For Learning Causal Effects of Continuous Treatments
https://t.co/w4Pr9OXc5d
by Lizhen Nie et al. including @wormwhisperer01
#Statistics #NeuralNetwork",arXiv_Daily,"['Statistics', 'NeuralNetwork']",0,3,https://twitter.com/arXiv_Daily/status/1371875802229305344
26,"Interesting Challenge for Data Scientists with $4000 in prizes. The task of this challenge is to read the paper and independently implement GATE Algorithm, using the dataset given in this challenge. Register here:  https://t.co/RJCMmZLHsH #python #Java #C++ #NeuralNetwork https://t.co/3LFif5CJoc",Topcoder,"['python', 'Java', 'C', 'NeuralNetwork']",2,2,https://twitter.com/Topcoder/status/1371873660030623750
27,"Semi-Supervised Video Deraining with Dynamic Rain Generator
https://t.co/Q3CgoYd6kH
by Zongsheng Yue et al. including @jianwen_xie
#NeuralNetwork #DeepLearning",Deep__AI,"['NeuralNetwork', 'DeepLearning']",1,7,https://twitter.com/Deep__AI/status/1371871989112000515
28,Deep Learning CNN: Convolutional Neural Networks with Python https://t.co/aHEbT9WOU8  #DeepLearning #NeuralNetwork,machinelearnflx,"['DeepLearning', 'NeuralNetwork']",1,8,https://twitter.com/machinelearnflx/status/1371864781448220672
29,"We need a humanitarian vision for #AI &amp; #robotics ⬇️ #MachineLearning 
#ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #DigitalTransformation #IoT #NeuralNetwork #AR #FutureOfWork https://t.co/YIRL2qI7k3",JourneyHeroTech,"['AI', 'robotics', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'DigitalTransformation', 'IoT', 'NeuralNetwork', 'AR', 'FutureOfWork']",19,9,https://twitter.com/JourneyHeroTech/status/1371857156933349379
30,"Research News:
-New #NeuralNetwork that can learn during #inference &amp; adjust its underlying equations to continuously adapt to new data inputs
-#Photonic digital-to-analog converter 
-Thermomagnetic #generators

https://t.co/QbjpscX2eT 
@MIT_CSAIL @GWmedia @UCLA @KITKarlsruhe",Chip_Insider,"['NeuralNetwork', 'inference', 'Photonic', 'generators']",1,3,https://twitter.com/Chip_Insider/status/1371849831082262538
31,Faster drug discovery through #MachineLearning ⬇️ #ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #DigitalTransformation #IoT #NeuralNetwork #FutureOfWork https://t.co/yp0x7UAxBQ,JourneyHeroTech,"['MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'DigitalTransformation', 'IoT', 'NeuralNetwork', 'FutureOfWork']",23,10,https://twitter.com/JourneyHeroTech/status/1371822877620776962
32,"Continual Learning for Recurrent Neural Networks: a Review and Empirical Evaluation
https://t.co/LE7ODDaSoj
by @Cossu94 et al.
#NeuralNetwork #MachineLearning",Deep__AI,"['NeuralNetwork', 'MachineLearning']",2,10,https://twitter.com/Deep__AI/status/1371810978514358274
33,"How to create a CNN with TensorFlow 2.0 and Keras?

#neuralnetworks #neuralnetwork #deeplearning #machinelearning #keras #tensorflow #python #pytorch #lightning #ignite #datascience #model #100daysofcode #100daysofmlcode

https://t.co/LjaTw2AAjj",MachineCurve,"['neuralnetworks', 'neuralnetwork', 'deeplearning', 'machinelearning', 'keras', 'tensorflow', 'python', 'pytorch', 'lightning', 'ignite', 'datascience', 'model', '100daysofcode', '100daysofmlcode']",7,3,https://twitter.com/MachineCurve/status/1371808640051646468
34,"“#AI is not what you think” ⬇️ #MachineLearning 
#ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #IoT #NeuralNetwork #AR #VR #XR #MR #FutureOfWork https://t.co/fWmr3KjnvV",JourneyHeroTech,"['AI', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'IoT', 'NeuralNetwork', 'AR', 'VR', 'XR', 'MR', 'FutureOfWork']",19,9,https://twitter.com/JourneyHeroTech/status/1371800847563288586
35,"Full Convolutional #NeuralNetwork Based on Multi-Scale #Feature Fusion for the Class Imbalance #RemoteSensing #Image Classification
by Yuanyuan Ren, Xianfeng Zhang et al
👉https://t.co/tdx96FNrPX https://t.co/cllJ0TXrnJ",RemoteSens_MDPI,"['NeuralNetwork', 'Feature', 'RemoteSensing', 'Image']",3,15,https://twitter.com/RemoteSens_MDPI/status/1371799359289847810
36,"Need candidates with

(i) a good exposure in Quantum Algorithm / Quantum Computing
#QuantumComputing

and/or

(ii) a good knowledge in #MachineLearning / #NeuralNetwork with #python 

and/or 

(ii) background in #Robotics 

to WFH.... 

DM please.",QubitorLabs,"['QuantumComputing', 'MachineLearning', 'NeuralNetwork', 'python', 'Robotics']",3,1,https://twitter.com/QubitorLabs/status/1371756369615876097
37,"How #ArtificialIntelligence can help curb traffic accidents ⬇️ #MachineLearning 
#ArtificialIntelligence #DeepLearning #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #DigitalTransformation #IoT #NeuralNetwork #FutureOfWork https://t.co/ONhKEQ0Uth",JourneyHeroTech,"['ArtificialIntelligence', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'DigitalTransformation', 'IoT', 'NeuralNetwork', 'FutureOfWork']",40,14,https://twitter.com/JourneyHeroTech/status/1371748164332584961
38,"💬 Can GPT-2 be used for dialogue generation? Let's take a look at DialoGPT!

#neuralnetworks #neuralnetwork #deeplearning #machinelearning #keras #tensorflow #python #pytorch #lightning #ignite #datascience #model #100daysofcode #100daysofmlcode

https://t.co/es0ypXYTpu",MachineCurve,"['neuralnetworks', 'neuralnetwork', 'deeplearning', 'machinelearning', 'keras', 'tensorflow', 'python', 'pytorch', 'lightning', 'ignite', 'datascience', 'model', '100daysofcode', '100daysofmlcode']",21,12,https://twitter.com/MachineCurve/status/1371736757528621056
39,Learn about Degree of Freedom https://t.co/mbVGIzARJQ #NeuralNetwork #DegreeofFreedom,Deep__AI,"['NeuralNetwork', 'DegreeofFreedom']",6,4,https://twitter.com/Deep__AI/status/1371734715821035524
40,"UIEC^2-Net: CNN-based Underwater Image Enhancement Using Two Color Space
https://t.co/NLwuK6WvNs
by Yudong Wang et al.
#ConvolutionalNeuralNetwork #NeuralNetwork",Deep__AI,"['ConvolutionalNeuralNetwork', 'NeuralNetwork']",1,5,https://twitter.com/Deep__AI/status/1371719468305375232
41,Alienflesh Landscape I &amp; full res detail #AI #neuralnetwork #styletransfer #deepstyle #alien #art #flesh #generativeart https://t.co/S1Vg8fvjNy,alien3y3,"['AI', 'neuralnetwork', 'styletransfer', 'deepstyle', 'alien', 'art', 'flesh', 'generativeart']",1,0,https://twitter.com/alien3y3/status/1371718449861337088
42,"Open call for collaboration, will turn any image of yours into alien tissue.  After thousands of hours over the last 4 years geeking out on #AI #neuralnetwork #styletransfer (#deepstyle), I am getting really good at it :) #generativeart https://t.co/uPHMCRWGc2",alien3y3,"['AI', 'neuralnetwork', 'styletransfer', 'deepstyle', 'generativeart']",0,6,https://twitter.com/alien3y3/status/1371709659455791105
43,"Can a #NeuralNetwork be fooled?

#AI #DataScience #adtech #fintech #BigData @ipfconline1 @HaroldSinnott @Julez_Norton @chboursin @helene_wpli @HeinzVHoenen @psb_dc @Fabriziobustama @Damien_CABADI @SabineVdL @Paula_Piccard @SpirosMargaris @jblefevre60 

https://t.co/1CElLeRl8S https://t.co/dDk1ZXMswQ",andi_staub,"['NeuralNetwork', 'AI', 'DataScience', 'adtech', 'fintech', 'BigData']",15,14,https://twitter.com/andi_staub/status/1371696488200421377
44,"Advanced Multiple Linear Regression Based Dark Channel Prior Applied on Dehazing Image and Generating Synthetic Haze
https://t.co/diDL6eYh55
by Binghan Li et al.
#NeuralNetwork #Estimator",arXiv_Daily,"['NeuralNetwork', 'Estimator']",3,15,https://twitter.com/arXiv_Daily/status/1371692773099724803
45,Researchers are turning to #ArtificialIntelligence to help curb traffic accidents in busy cities. Learn how: https://t.co/xYoxqgOoqP. #AI #MachineLearning #NeuralNetwork #science #tech #news #IEEE,AnioxNews,"['ArtificialIntelligence', 'AI', 'MachineLearning', 'NeuralNetwork', 'science', 'tech', 'news', 'IEEE']",1,0,https://twitter.com/AnioxNews/status/1371655813601882120
46,IEEEorg: Researchers are turning to #ArtificialIntelligence to help curb traffic accidents in busy cities. Learn how: https://t.co/SXKN8OAO8x. #AI #MachineLearning #NeuralNetwork,CesarGuerraT,"['ArtificialIntelligence', 'AI', 'MachineLearning', 'NeuralNetwork']",1,0,https://twitter.com/CesarGuerraT/status/1371654562336018438
47,Researchers are turning to #ArtificialIntelligence to help curb traffic accidents in busy cities. Learn how: https://t.co/yYbaf6PeJa. #AI #MachineLearning #NeuralNetwork,IEEEorg,"['ArtificialIntelligence', 'AI', 'MachineLearning', 'NeuralNetwork']",12,21,https://twitter.com/IEEEorg/status/1371644893479759873
48,"1/7 - This is an example of Convolutional Neural Networks with Keras

#Keras #Python #Python3 #MachineLearning #ArtificialIntelligence #NeuralNetwork #DataScience #coding #BigData 

☕️🧵👇

Import Keras and Packages: https://t.co/bTmAY4VDGd",tugayakbey1,"['Keras', 'Python', 'Python3', 'MachineLearning', 'ArtificialIntelligence', 'NeuralNetwork', 'DataScience', 'coding', 'BigData']",3,2,https://twitter.com/tugayakbey1/status/1371620068631715843
49,"𝘉𝘶𝘭𝘣 𝘍𝘭𝘰𝘸𝘦𝘳𝘴
#art #ai #artificialintelligence #artist #gan #neuralnetwork #original #gallery #modernart #contemporaryart #canvas  #machinelearning #technology #homedecor #innovation #exclusive #dream #imaginary #artai #flowers #bouquet  #nature https://t.co/f2vZ1jM8Um",art_ai_official,"['art', 'ai', 'artificialintelligence', 'artist', 'gan', 'neuralnetwork', 'original', 'gallery', 'modernart', 'contemporaryart', 'canvas', 'machinelearning', 'technology', 'homedecor', 'innovation', 'exclusive', 'dream', 'imaginary', 'artai', 'flowers', 'bouquet', 'nature']",2,2,https://twitter.com/art_ai_official/status/1371612215116189696
50,"Longitudinal Quantitative Assessment of COVID-19 Infection Progression from Chest CTs
https://t.co/kyFW5ogwwl
by Seong Tae Kim et al. including @TobiasCzempiel
#NeuralNetwork #ComputerVision",arXiv_Daily,"['NeuralNetwork', 'ComputerVision']",1,8,https://twitter.com/arXiv_Daily/status/1371605058958229506
51,using continious values for hyperparameters in grid search (ANN) https://t.co/07HszSNPCd #gridsearch #neuralnetwork https://t.co/VH3bDB5eAR,overflow_meme,"['gridsearch', 'neuralnetwork']",0,0,https://twitter.com/overflow_meme/status/1371591327910146050
52,"Stranger Flowers
#art #ai #artificialintelligence #artist #gan #neuralnetwork #original #gallery #modernart #contemporaryart #canvas  #machinelearning #technology #homedecor #innovation #exclusive #dream #imaginary #artai #flowers #bouquet https://t.co/dlLv3Q0lAY",art_ai_official,"['art', 'ai', 'artificialintelligence', 'artist', 'gan', 'neuralnetwork', 'original', 'gallery', 'modernart', 'contemporaryart', 'canvas', 'machinelearning', 'technology', 'homedecor', 'innovation', 'exclusive', 'dream', 'imaginary', 'artai', 'flowers', 'bouquet']",0,2,https://twitter.com/art_ai_official/status/1371589543049187329
53,"Neural networks of trees. 💗🌲🧠 
#consciousness #neuralnetwork #abstractphotography #trees #earthvibrations #naturephotography #nature #ilovenature #ilovetrees #woods #southcarolina https://t.co/d5rehI4VP2",DebraRoinestad,"['consciousness', 'neuralnetwork', 'abstractphotography', 'trees', 'earthvibrations', 'naturephotography', 'nature', 'ilovenature', 'ilovetrees', 'woods', 'southcarolina']",0,1,https://twitter.com/DebraRoinestad/status/1371579858673930240
54,"Today’s paper: Noncoding RNAs and #deeplearning #neuralnetwork discriminate  
multi- #cancer types
https://t.co/FzgiYuEVC0

#datascience #machinelearning",g_fuller,"['deeplearning', 'neuralnetwork', 'cancer', 'datascience', 'machinelearning']",1,1,https://twitter.com/g_fuller/status/1371570731679674370
55,"Flowers of Being
By our algorithm: L8-Bl00mR 🌸
See more through the link in our bio!
#art #ai #artificialintelligence #artist #gan #neuralnetwork #original #gallery #machinelearning #technology #homedecor #innovation #exclusive #artai #flowers #bouquet https://t.co/8Qrv0PEmJ2",art_ai_official,"['art', 'ai', 'artificialintelligence', 'artist', 'gan', 'neuralnetwork', 'original', 'gallery', 'machinelearning', 'technology', 'homedecor', 'innovation', 'exclusive', 'artai', 'flowers', 'bouquet']",3,2,https://twitter.com/art_ai_official/status/1371570665338339337
56,"Stay up to date with the latest market trends and product features by subscribing to our 
#blog.
#AI #machinevision #qualityinspection #DNN #neuralnetwork #AIoT #IoT #manufacturing 
 https://t.co/FzRYYrXMlH",Neurala,"['blog', 'AI', 'machinevision', 'qualityinspection', 'DNN', 'neuralnetwork', 'AIoT', 'IoT', 'manufacturing']",1,1,https://twitter.com/Neurala/status/1371564901521625088
57,"What is Integrated #AI Strategy? ⬇️ #MachineLearning 
#ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #DigitalTransformation #IoT #NeuralNetwork #AR
https://t.co/qPHDHkKpEC https://t.co/RGl2QcMDpW",JourneyHeroTech,"['AI', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'DigitalTransformation', 'IoT', 'NeuralNetwork', 'AR']",32,14,https://twitter.com/JourneyHeroTech/status/1371532302463950869
58,Experts Disagree on the Utility of Large Language Models https://t.co/iMetB6i0Qv #datascience #AI #ML #DL #neuralnetwork #augmentedanalytics #cloud #analytics #predictive #automation,mylesgilsenan,"['datascience', 'AI', 'ML', 'DL', 'neuralnetwork', 'augmentedanalytics', 'cloud', 'analytics', 'predictive', 'automation']",1,1,https://twitter.com/mylesgilsenan/status/1371531074946396165
59,"What is the fear looming over #AI ⬇️ #MachineLearning 
#ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #DigitalTransformation #IoT #NeuralNetwork #AR #VR #XR #MR #FutureOfWork https://t.co/O0w32NfhHm",JourneyHeroTech,"['AI', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'DigitalTransformation', 'IoT', 'NeuralNetwork', 'AR', 'VR', 'XR', 'MR', 'FutureOfWork']",26,10,https://twitter.com/JourneyHeroTech/status/1371517237299920901
60,#AppleWatch paired with deep #neuralnetwork detects atrial fibrillation with 97% accuracy https://t.co/pnlaMlveqS  #mobilehealth #mhealth,ariannacblue,"['AppleWatch', 'neuralnetwork', 'mobilehealth', 'mhealth']",1,0,https://twitter.com/ariannacblue/status/1371494680010096643
61,"Physics and Computing Performance of the Exa.TrkX TrackML Pipeline
https://t.co/S64WDudi2I
by Xiangyang Ju et al. including @NJChoma, @MarkSNeubauer
#NeuralNetwork #ComputerScience",arXiv_Daily,"['NeuralNetwork', 'ComputerScience']",6,7,https://twitter.com/arXiv_Daily/status/1371493529038553088
62,"Women at #Intel #Israel use #AI to boost other women ⬇️ 
#MachineLearning 
#ArtificialIntelligence #DeepLearning #DataScience #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #DigitalTransformation #IoT #NeuralNetwork #FutureOfWork https://t.co/YaKl52oPYH",JourneyHeroTech,"['Intel', 'Israel', 'AI', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'DataScience', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'DigitalTransformation', 'IoT', 'NeuralNetwork', 'FutureOfWork']",21,10,https://twitter.com/JourneyHeroTech/status/1371484700087365633
63,"#Retinal scan #technology to identify early childhood #autism ⬇️ #MachineLearning 
#ArtificialIntelligence #DeepLearning  #javascript #serverless #WomenInTech #100DaysOfCode #python #Linux #Flutter #TensorFlow #PyTorch #IoT #NeuralNetwork #FutureOfWork https://t.co/EFtOyORhTG",JourneyHeroTech,"['Retinal', 'technology', 'autism', 'MachineLearning', 'ArtificialIntelligence', 'DeepLearning', 'javascript', 'serverless', 'WomenInTech', '100DaysOfCode', 'python', 'Linux', 'Flutter', 'TensorFlow', 'PyTorch', 'IoT', 'NeuralNetwork', 'FutureOfWork']",29,14,https://twitter.com/JourneyHeroTech/status/1371465619212795904
